3 100
0.9105242495942655 0.8300301950066475 0.1727094697007141 
0.7945964618596015 0.8925452291596182 0.4234065495332324 
0.8025445414542018 0.5215931595033269 0.641795414084079 
0.4224258480129336 0.09473642832141893 0.1967480609006329 
0.530577959773731 0.48309745128125636 0.13908871597195271 
0.5146165225219068 0.40776683203521535 0.7154267663929105 
0.9381326223235662 0.3919942189127976 0.3296113772829744 
0.780280704998395 0.29139724985653315 0.4254002345429758 
0.09878525062158439 0.05406719588107223 0.1248092938236135 
0.7796156007584678 0.7913610985068192 0.805555663644056 
0.20587867292502604 0.17661482868293155 0.18590479111147096 
0.6085271740707301 0.9148967725315258 0.5633003010750686 
0.9650150784568038 0.14289255398983436 0.0026318676766682314 
0.8765186291240963 0.42504579006523724 0.22460014807036943 
0.5268945880500723 0.04417817260678503 0.3920537098454344 
0.3831225548697472 0.13123928055886958 0.21685886922343722 
0.2460281999441678 0.7807878667612765 0.6768552221630556 
0.5539307167297113 0.10799734827579677 0.3200381159542871 
0.6718197650748474 0.2563396715565083 0.34140119641219724 
0.4556207327772882 0.8316231661821087 0.3620277573987545 
0.24281533725173232 0.5897153580943082 0.8794431690257412 
0.32260209221363934 0.41331098390740817 0.018838287612869764 
0.2509303059763496 0.5249622033938756 0.5465639020083832 
0.11403177811951792 0.2649894727209703 0.7376496874444034 
0.3260121372912369 0.5584153636151091 0.07744215843787439 
0.24039990863398886 0.0887279588988591 0.7807570677074941 
0.4709687388397027 0.6331995484905275 0.07053886885034755 
0.38339403508558967 0.840409295891755 0.5553249651370024 
0.05555547314790121 0.9806946783741062 0.617918909488704 
0.6168054120418336 0.7639748088141604 0.7813023003749094 
0.00376022478368343 0.4617810343567905 0.02112889986806732 
0.9964789375005678 0.4024156220481644 0.22580709807813215 
0.9248589037087324 0.44771792138066446 0.5264106537836017 
0.9462196611525041 0.6241405744771782 0.3439249786650339 
0.8213691511087687 0.5602828149562898 0.17522440407430728 
0.06256253681724755 0.8150464111334521 0.5594475628489504 
0.45603409823320096 0.9692400229656573 0.46778111272349143 
0.040889475473413484 0.39529725106899005 0.8746152554110006 
0.6815145317194251 0.12081519533966723 0.322156214976987 
0.8315639923900181 0.6442969854386107 0.8589777469644639 
0.5566999273630532 0.6923473159941116 0.457562097762241 
0.31674786949670974 0.11753284182179669 0.4840672317166519 
0.44570289062935364 0.11465799801394894 0.5379210607807337 
0.3705294296773687 0.8947319339371244 0.8768521087548392 
0.013714703717104593 0.06872779044455213 0.8453512725932014 
0.5079108961064754 0.6757801058947077 0.6902563220939862 
0.03691494386175309 0.20820822639950565 0.3873583861472971 
0.32297730420039905 0.5132068170396294 0.8066677049375254 
0.794106448387404 0.9960722377335726 0.8270015667047279 
0.26577644753315643 0.23610979051418668 0.7947541313974508 
0.22969108697709295 0.2606381706917591 0.18177217762329234 
0.9056265104869833 0.7085011747264134 0.24629892746424464 
0.3137333799281231 0.02692606259817165 0.3964679096288981 
0.34597757010342123 0.8169228877894472 0.00038615376674167035 
0.7676806892818949 0.8255215484204778 0.2018856334952991 
0.8291305678337023 0.6082460384116393 0.9043364366618467 
0.7615309547915182 0.26787641957401986 0.015564261064215601 
0.03975131097131113 0.46697310485643395 0.9438418517477557 
0.40983706807055786 0.36115897989565593 0.30842476101510097 
0.3529097968573094 0.8179873593793854 0.5784077754278623 
0.9334047973049724 0.18043105031601947 0.9125372750540897 
0.2371392538234074 0.775788027910667 0.3571685818970133 
0.6343676770131381 0.9449883711351609 0.16205350713846745 
0.9353960539843812 0.12819641708667628 0.32269963475119123 
0.6961792536418614 0.37678857285698175 0.9374654907627764 
0.3939771261431644 0.7177726275075917 0.20238414896027823 
0.12902620903195827 0.6927286331215552 0.4829701050760057 
0.09726073061179841 0.29845706842632425 0.5462265580903718 
0.8790032102594622 0.08827943680287609 0.24411362171950446 
0.23765968463791032 0.20472341595168453 0.2528317779836242 
0.11702925839461575 0.6119860608050466 0.32563655181838214 
0.15111746144836535 0.4702785688638923 0.1401414836562197 
0.6051324633434036 0.8746889970733738 0.9364316550268281 
0.5274608079917161 0.06724670072490746 0.5612103751352859 
0.2303287121144778 0.6688484597951333 0.24477547758231122 
0.5674193689607228 0.23059872440491014 0.6284701059046973 
0.9561968230675386 0.4336183558392469 0.5675502349907012 
0.644138594606617 0.6983664173312552 0.14105553055346798 
0.12950797909284784 0.6754260967606052 0.8331947956707919 
0.6488717572809103 0.2796943627212507 0.4791988270039952 
0.5478853378291179 0.679286846918091 0.2937178262211594 
0.672321861222955 0.782433402257333 0.2470765829516225 
0.5285873340243457 0.13283336149271663 0.29020980166227495 
0.9286411744504187 0.7679493238812162 0.21418105476992055 
0.025080541755295838 0.4390174321700929 0.1151719627591905 
0.7481155316990041 0.1295555169314001 0.6720041536881148 
0.002949474156313414 0.09933780182793894 0.7387490909906661 
0.9489926843515576 0.21811801090179306 0.8072778917382135 
0.8439208662457925 0.9928406851176206 0.4976682727250712 
0.6222043122826085 0.26303587486845803 0.5028565329836737 
0.8190340123425751 0.11967014014139121 0.38208990553768285 
0.9788497654834194 0.8738934354989976 0.95052925531622 
0.5991942606253937 0.48025287532724303 0.5104210311916234 
0.40504217597804226 0.7140367413370087 0.10508749030748932 
0.5107116646376548 0.07620688464506564 0.5264731179177898 
0.8849876368433034 0.7719446614826122 0.6024079658208614 
0.5201589967232361 0.8620107250637372 0.9988064358660775 
0.6733714426772527 0.24003478976000592 0.6111967938257186 
0.8888879350234904 0.041326891893475715 0.055890461391897794 
0.210032293623447 0.9772716809179252 0.6458005593925471 
